,query,predicted_mql,actual_iMQL_phrased,INDEX
233,Growth trend of discount % in subcategory for last quarter?,"{'DIMENSION': {'subcategory': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'growth trend': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'discount %': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}","{'DIMENSION': {'subcategory': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'growth trend': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'discount %': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}",233
234,10-day profit growth rate?,"{'DERIVED MEASURE': {'10-day profit growth rate': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'10-day': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'growth rate': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profit': 'Profit'}]}]}, 'DATE VARIABLE': {'10-day': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",234
235,Worst cities based on Burundi-Mali discount ratio?,"{'DIMENSION': {'cities': [{'ENTITY': 'City', 'RANK': [{'RANK ADJECTIVE': 'worst', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'discount ratio': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}","{'error_output': '{\n    ""MEASURE"": {},\n    ""DIMENSION"": {\n        ""cities"": [\n            {\n                ""ENTITY"": ""City"",\n                ""RANK"": [{""RANK ADJECTIVE"":""bottom"", ""RANK VALUE"": ""1""}],\n                ""ADJECTIVE"": [""worst""],\n                ""TONE"": ""negative""\n            }\n        ]\n    },\n    ""FILTER"": [\n        {\n            ""n-gram matched to FILTER"": ""Burundi-Mali"",\n            ""ENTITY"": ""Burundi-Mali"",\n            ""PARENT"": """"\n        }\n    ],\n    ""DERIVED MEASURE"": {\n        ""ratio"": [\n            {\n                ""ENTITY"": ""ratio"",\n                ""RATIO FILTER"": [{""Burundi-Mali"": ""Burundi-Mali""}],\n                ""APPLIED MEASURE"": [{""discount"": ""Discount""}],\n                ""DERIVED MEASURE CONSTRAINT"": [],\n                ""ADJECTIVE"": [],\n                ""TONE"": """"\n            }\n        ]\n    },\n    ""DATE VARIABLE"": {}\n}'}",235
236,Discount trends in cities (not Guinea Bissau) - what are they?,"{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'trends': [{'ENTITY': 'Order Date'}]}}","{'MEASURE': {'Discount': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'trends': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across days'}]}}",236
237,"Profits from envelopes, last 10 days?","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",237
238,"In the last quarter, which subcategories had the lowest share of discount percentage trends?","{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}","{'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'share of discount percentage': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}",238
239,Countries ranked by discount % in past 10 months?,"{'MEASURE': {'discount %': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'countries': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DATE VARIABLE': {'past 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}","{'DIMENSION': {'countries': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': '', 'RANK VALUE': ''}]}]}, 'DERIVED MEASURE': {'discount %': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'past 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}",239
240,Last year's 1st quarter profit estimates?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DATE VARIABLE': {'1st quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1'}], 'last year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last year'}]}}","{'error_output': '{\n    ""MEASURE"": {\n        ""profit estimates"": [\n            {\n                ""ENTITY"": ""Profit"",\n                ""MEASURE CONSTRAINT"": [],\n                ""ADJECTIVE"": [],\n                ""TONE"": """"\n            }\n        ]\n    },\n    ""DIMENSION"": {},\n    ""FILTER"": {},\n    ""DERIVED MEASURE"": {},\n    ""DATE VARIABLE"": {\n        ""Last year\'s 1st quarter"": [\n            {\n                ""ENTITY"": ""Order Date"",\n                ""CONVERTED TIME ELEMENT"": ""last year quarter 1""\n            }\n        ]\n    }\n}'}",240
241,2-month profit growth: how many product names?,"{'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'contributing to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'2-month': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product names': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'growth': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profit': 'Profit'}]}]}, 'DATE VARIABLE': {'2-month': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}",241
242,When did profits first exceed 10k?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first'}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}], 'ADJECTIVE': ['first']}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}",242
243,What's the 03/22 discount for Burundi and Mali?,"{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'DATE VARIABLE': {'03/22': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 22'}]}}","{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'DATE VARIABLE': {'03/22': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}",243
244,"Excluding Germany, which nations offer the best discount percentages?","{'DIMENSION': {'countries': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}}","{'DIMENSION': {'nations': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}], 'ADJECTIVE': ['best'], 'TONE': 'positive'}]}, 'DERIVED MEASURE': {'discount percentages': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}",244
245,"Product name's 2-month earnings, but not Slovenia?","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DATE VARIABLE': {'2-month earnings': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}","{'MEASURE': {'earnings': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'Product name': [{'ENTITY': 'Product Name'}]}, 'DATE VARIABLE': {'2-month': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}",245
246,In which 2-month span was the highest discount percentage for Burundi and Mali?,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount', 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}, 'DATE VARIABLE': {'2-month span': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}",{},246
247,"Over 2 months, which subcategories contribute the least to the overall discount percentage growth?","{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'contribution to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'over 2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}","{'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'least', 'RANK VALUE': ''}]}]}, 'DERIVED MEASURE': {'discount percentage growth': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}",247
248,2-month discount and quantity info?,"{'MEASURE': {'discount': [{'ENTITY': 'Discount'}], 'quantity': [{'ENTITY': 'Quantity'}]}, 'DATE VARIABLE': {'2-month': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}","{'MEASURE': {'discount': [{'ENTITY': 'Discount'}], 'quantity': [{'ENTITY': 'Quantity'}]}, 'DATE VARIABLE': {'2-month': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}",248
249,Top ship mode for sales in 15-day period?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'Top', 'RANK VALUE': '1'}]}]}, 'DATE VARIABLE': {'15-day period': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DATE VARIABLE': {'15-day period': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}",249
250,When did ship mode have its lowest sales growth in 15d?,"{'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'bottom', 'RANK VALUE': '1'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'sales growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'sale': 'Sales'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}","{'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'growth': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'sales': 'Sales'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}",250
251,"In 15d, when was the lowest sales percentage for Kenya and South Korea?","{'DIMENSION': {'kenya and south korea': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sale': 'Sales'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}","{'DIMENSION': {'Kenya and South Korea': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'lowest sales percentage': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sales': 'Sales'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}], 'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'when'}]}}",251
252,% of profits for product name?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'%': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': '', 'RANK VALUE': ''}]}]}, 'DERIVED MEASURE': {'percent': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}",252
253,"Which countries had over 20,000% discounts in the past 10 months?","{'MEASURE': {'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DATE VARIABLE': {'past 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}","{'MEASURE': {'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DATE VARIABLE': {'past 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}",253
254,3-year profit by customer ID?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DATE VARIABLE': {'3-year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 years'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'customer ID': [{'ENTITY': 'Customer ID'}]}, 'DATE VARIABLE': {'3-year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 36 months'}]}}",254
255,15-day sales >50k: ship mode & product names?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}], 'product name': [{'ENTITY': 'Product Name'}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50000', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}], 'product name': [{'ENTITY': 'Product Name'}]}, 'DATE VARIABLE': {'15-day': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}",255
256,What's the annual trend for envelope profit contributions?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'contributions': [{'ENTITY': 'ratio', 'RATIO FILTER': [{'envelopes': 'Envelopes'}], 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across years'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelope': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'contributions': [{'ENTITY': 'contribution_to_growth'}]}, 'DATE VARIABLE': {'annual trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across years'}]}}",256
257,"All cities' discount trends, but not Guinea Bissau - what is it?","{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'trends': [{'ENTITY': 'Order Date'}]}}","{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'trends': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across days'}]}}",257
258,"Excluding India, what's the trend for discount % and shipping costs in all subcategories?","{'MEASURE': {'discount %': [{'ENTITY': 'Discount percentage'}], 'shipping costs': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'sub categories': [{'ENTITY': 'Sub-Category'}]}, 'DATE VARIABLE': {'trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'trend'}]}}","{'MEASURE': {'discount %': [{'ENTITY': 'Discount percentage'}], 'shipping costs': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category'}]}, 'DATE VARIABLE': {'trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'trend'}]}}",258
259,Sort countries - yearly trends,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DATE VARIABLE': {'yearly trends': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across years'}]}}","{'DIMENSION': {'countries': [{'ENTITY': 'Country', 'ADJECTIVE': ['sort']}]}, 'DATE VARIABLE': {'yearly trends': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across years'}]}}",259
260,Product name profits & sales: Q1 last yr vs 2nd quarter 2020?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}], 'sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'Q1 last yr': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}], '2nd quarter 2020': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 2 2020'}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}], 'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'Product name': [{'ENTITY': 'Product Name'}]}, 'DATE VARIABLE': {'Q1 last yr': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}], '2nd quarter 2020': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 2 2020'}]}}",260
261,Guinea discount % change reason in prev,"{'DERIVED MEASURE': {'contribution_to_growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'prev': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 7 days'}]}}","{'DERIVED MEASURE': {'change': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'discount %': 'Discount percentage'}]}], 'reason': [{'ENTITY': 'why', 'APPLIED MEASURE': [{'discount %': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'prev': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last period'}]}}",261
262,Who made more than 10k profit in the past 10 days?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DATE VARIABLE': {'past 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'past 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",262
263,Least profitable products based on monthly trends?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'ADJECTIVE': ['least'], 'TONE': 'negative'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DATE VARIABLE': {'monthly trends': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across months'}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'ADJECTIVE': ['least'], 'TONE': 'negative'}]}, 'DIMENSION': {'products': [{'ENTITY': 'Product Name'}]}, 'DATE VARIABLE': {'monthly trends': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across months'}]}}",263
264,2,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'percentage': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}}",,264
265,"Discount contributions above 20,000 - which cities?","{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'discount contributions': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}]}}","{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'contributions': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount': 'Discount'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}]}}",265
266,Key drivers of discount in Burundi & Mali - what are they?,"{'DERIVED MEASURE': {'key drivers': [{'ENTITY': 'kda', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'what are they': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 7 days'}]}}","{'DERIVED MEASURE': {'key drivers': [{'ENTITY': 'kda', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}}",266
267,"In 15 days, how many ship modes increased sales?","{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DATE VARIABLE': {'15 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship modes': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'increased': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'sales': 'Sales'}]}]}, 'DATE VARIABLE': {'15 days': [{'ENTITY': 'Ship Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}",267
268,Which cities had the lowest discount share in 2 months?,"{'DIMENSION': {'cities': [{'ENTITY': 'City', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}","{'DIMENSION': {'cities': [{'ENTITY': 'City', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'discount share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}",268
269,"When was the 1st instance of discount % > 20,000?","{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first instance'}]}}","{'MEASURE': {'discount %': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}",269
270,"Profit correlation between El Salvador & South Sudan in 1st quarter, last year?","{'DERIVED MEASURE': {'profits correlation': [{'ENTITY': 'correlation', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'1st quarter last year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}], 'between El Salvador & South Sudan': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'between countries'}]}}","{'DERIVED MEASURE': {'Profit correlation': [{'ENTITY': 'correlation', 'APPLIED MEASURE': [{'Profit': 'Profit'}]}]}, 'DATE VARIABLE': {'1st quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1'}], 'last year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last year'}]}}",270
